Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
28587957,Small Great Things,Jodi Picoult,"Picoult, Jodi",,"=""0345544951""","=""9780345544957""",0,4.36,Ballantine Books,Hardcover,480,2016,2016,,2023/07/19,"to-read, nyc-collection","to-read (#74), nyc-collection (#125)",to-read,,,,0,0
41454019,"The Poppy War (The Poppy War, #1)",R.F. Kuang,"Kuang, R.F.",,"=""0062662589""","=""9780062662583""",4,4.17,Harper Voyager,Paperback,527,2019,2018,2023/07/19,2023/07/17,nyc-collection,nyc-collection (#121),read,,,,1,0
35357777,Outcast by Kirkman & Azaceta Book 2,Robert Kirkman,"Kirkman, Robert","Paul Azaceta, Elizabeth Breitweiser","=""1534304398""","=""9781534304390""",0,4.15,Image Comics,Hardcover,272,2017,,,2023/07/17,"to-read, nyc-collection","to-read (#73), nyc-collection (#123)",to-read,,,,0,0
60286751,Sentient,Jeff Lemire,"Lemire, Jeff",,"=""1952203422""","=""9781952203428""",4,4.10,"TKO Studios, LLC.",Kindle Edition,169,2019,2019,2023/07/16,2023/07/15,,,read,,,,1,0
59028418,How to Stop Time,Matt Haig,"Haig, Matt",,"=""""","=""""",4,3.83,Penguin,Kindle Edition,333,2018,2018,2023/07/16,2023/05/29,,,read,,,,1,0
63116950,Station Eternity (The Midsolar Murders Book 1),Mur Lafferty,"Lafferty, Mur",,"=""""","=""""",0,3.70,,Kindle Edition,,2022,2022,,2023/07/15,to-read,to-read (#72),to-read,,,,0,0
1350090,Insisting On the Impossible : The Life of Edwin Land,Victor K. McElheny,"McElheny, Victor K.",,"=""0738201901""","=""9780738201900""",0,3.95,Basic Books,Paperback,544,1999,1998,,2023/07/12,to-read,to-read (#71),to-read,,,,0,0
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,"=""""","=""""",4,4.32,Penguin Books,Paperback,462,2019,2016,2023/07/10,2023/07/07,,,read,,,,1,0
75668238,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""1984898957""","=""9781984898951""",0,4.25,Vintage,Paperback,239,2023,2021,,2023/07/07,to-read,to-read (#70),to-read,,,,0,0
41555937,Ball Lightning,Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""076539409X""","=""9780765394095""",4,3.79,Tor Books,Paperback,400,2019,2004,2023/07/01,2023/05/06,,,read,,,,1,0
60435878,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158687""","=""9780593158685""",5,4.20,Ballantine Books,Hardcover,384,2022,2022,2023/06/25,2023/04/30,nyc-collection,nyc-collection (#67),read,Quick read but enjoyable!,,,1,0
2871935,The Heisman: Sixty Years of Tradition and Excellence,Adventure Quest Inc.,"Inc., Adventure Quest",,"=""188817000X""","=""9781888170009""",5,5.00,Adventure Quest Inc,Hardcover,240,1995,1995,,2023/05/15,nyc-collection,nyc-collection (#119),read,,,,1,0
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",0,4.58,Penguin Books,Paperback,296,2003,1980,,2023/06/21,,,read,,,,1,0
474072,Neverwhere,Neil Gaiman,"Gaiman, Neil",,"=""0380789019""","=""9780380789016""",5,4.17,Avon,Mass Market Paperback,370,1998,1996,2023/03/27,2023/03/26,,,read,,,,1,0
845078,Hothouse,Brian W. Aldiss,"Aldiss, Brian W.",,"=""0671559303""","=""9780671559304""",0,3.62,Baen,Mass Market Paperback,309,1984,1962,,2023/06/10,to-read,to-read (#69),to-read,,,,0,0
16790,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,"Gaiman, Neil",,"=""0380789027""","=""9780380789023""",0,4.01,Avon Books,Mass Market Paperback,365,2005,1998,,2023/06/09,to-read,to-read (#68),to-read,,,,0,0
1994758,Joe DiMaggio: The Hero's Life,Richard Ben Cramer,"Cramer, Richard Ben",,"=""0684853914""","=""9780684853918""",3,3.97,Simon & Schuster,Hardcover,546,2000,2000,2023/06/08,2023/01/17,nyc-collection,nyc-collection (#17),read,,,,1,0
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton","Jules Feiffer, Maurice Sendak","=""0394820371""","=""9780394820378""",0,4.20,Random House Bullseye Books,Paperback,248,1996,1961,,2023/04/16,nyc-collection,nyc-collection (#27),read,,,,1,0
3446,Going After Cacciato,Tim O'Brien,"O'Brien, Tim",,"=""0767904427""","=""9780767904421""",3,3.91,Broadway/Crown Publishing Group,Paperback,351,1999,1978,2023/05/30,2023/04/16,nyc-collection,nyc-collection (#41),read,,,,1,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",5,4.23,Crown Publishers,Hardcover,480,2011,2011,2023/04/15,2023/01/17,"favorites, nyc-collection","favorites (#9), nyc-collection (#12)",read,,,,1,0
61486446,The Passenger,Cormac McCarthy,"McCarthy, Cormac",,"=""1524712396""","=""9781524712396""",0,3.58,Random House,Paperback,383,2022,2022,,2023/05/29,to-read,to-read (#67),to-read,,,,0,0
61258513,Pineapple Street,Jenny   Jackson,"Jackson, Jenny",,"=""0593676718""","=""9780593676714""",0,3.56,Random House Large Print,Paperback,496,2023,2023,,2023/05/29,to-read,to-read (#66),to-read,,,,0,0
13496480,Homage to Catalonia,George Orwell,"Orwell, George",,"=""""","=""9780547416175""",0,4.09,Houghton Mifflin Harcourt,Kindle Edition,304,1969,1938,,2023/05/27,to-read,to-read (#65),to-read,,,,0,0
61398988,Tequila Mockingbird (10th Anniversary Expanded Edition): Cocktails with a Literary Twist,Tim Federle,"Federle, Tim",Lauren Mortimer,"=""076248263X""","=""9780762482634""",3,4.06,Running Press Adult,Hardcover,168,2023,2013,,2023/04/17,nyc-collection,nyc-collection (#50),read,,,,1,0
26082916,"Ready Player Two (Ready Player One, #2)",Ernest Cline,"Cline, Ernest",,"=""1524761338""","=""9781524761332""",5,3.44,Ballantine Books,Hardcover,370,2020,2020,2023/05/25,2023/05/15,nyc-collection,nyc-collection (#75),read,,,,1,0
23168277,"The Sympathizer (The Sympathizer, #1)",Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802123457""","=""9780802123459""",4,4.01,Grove Press,Hardcover,371,2015,2015,2022/05/24,2023/05/24,,,read,,,,1,0
41880603,"The Body in the Castle Well (Bruno, Chief of Police, #12)",Martin  Walker,"Walker, Martin",,"=""052551998X""","=""9780525519980""",4,4.16,Knopf,Hardcover,352,2019,2019,2023/05/21,2023/04/16,nyc-collection,nyc-collection (#25),read,,,,1,0
27137363,Humans of New York: Stories,Brandon Stanton,"Stanton, Brandon",,"=""1509811257""","=""9781509811250""",4,4.55,Macmillan,Kindle Edition,436,2015,2015,2023/05/19,2023/05/13,nyc-collection,nyc-collection (#72),read,,,,1,0
32669,"Clear and Present Danger (Jack Ryan, #5; Jack Ryan Universe, #6)",Tom Clancy,"Clancy, Tom",,"=""0425144372""","=""9780425144374""",0,4.14,Berkley Books,Mass Market Paperback,688,1994,1989,,2023/05/18,"to-read, nyc-collection","to-read (#63), nyc-collection (#120)",to-read,,,,0,0
97566,John Crow's Devil,Marlon James,"James, Marlon",,"=""1888451823""","=""9781888451825""",0,3.73,Akashic Books,Paperback,226,2005,2005,,2023/05/18,to-read,to-read (#62),to-read,,,,0,0
53625,"Four Blind Mice (Alex Cross, #8)",James  Patterson,"Patterson, James",,"=""0747266921""","=""9780747266921""",0,4.05,Headline Book Publishing,Paperback,416,2003,2002,,2023/05/18,to-read,to-read (#61),to-read,,,,0,0
51045613,Deacon King Kong,James   McBride,"McBride, James",,"=""073521672X""","=""9780735216723""",4,4.17,Riverhead Books,Hardcover,370,2020,2020,,2023/05/17,,,read,,,,1,0
29808094,"The Patriarch (Bruno, Chief of Police, #8)",Martin  Walker,"Walker, Martin",,"=""0804173516""","=""9780804173513""",4,4.00,Vintage,Paperback,336,2016,2015,2023/05/16,2023/04/16,nyc-collection,nyc-collection (#26),read,,,,1,0
20716498,Tresaure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",Rubén Fresneda,"=""1495351688""","=""9781495351686""",5,3.85,CreateSpace Independent Publishing Platform,Paperback,248,2014,1882,,2023/04/16,nyc-collection,nyc-collection (#38),read,,,,1,0
36477721,"Oblivion Song, Vol. 1",Robert Kirkman,"Kirkman, Robert","Lorenzo De Felici, Annalisa Leoni","=""""","=""""",4,3.76,Image Comics,Paperback,144,2018,2018,,2023/05/15,nyc-collection,nyc-collection (#77),read,,,,0,0
49426471,"Oblivion Song, Vol. 4",Robert Kirkman,"Kirkman, Robert","Lorenzo De Felici, Annalisa Leoni","=""1534315179""","=""9781534315174""",5,3.98,Image Comics,Paperback,128,2020,2020,,2023/05/15,nyc-collection,nyc-collection (#78),read,,,,0,0
54232639,"Oblivion Song, Vol. 5",Robert Kirkman,"Kirkman, Robert",Lorenzo De Felici,"=""1534317287""","=""9781534317284""",4,3.95,Image,Paperback,152,2021,2021,,2023/05/15,nyc-collection,nyc-collection (#79),read,,,,0,0
40629273,"Oblivion Song, Chapter Two",Robert Kirkman,"Kirkman, Robert","Lorenzo De Felici, Annalisa Leoni","=""1534310576""","=""9781534310575""",4,3.78,Image Comics,Paperback,136,2019,2019,,2023/05/15,nyc-collection,nyc-collection (#81),read,,,,0,0
58155180,"Oblivion Song by Kirkman & de Felici, Vol. 6",Robert Kirkman,"Kirkman, Robert","Lorenzo De Felici, Annalisa Leoni","=""1534320075""","=""9781534320079""",4,3.92,Image,Paperback,128,2022,2022,,2023/05/15,nyc-collection,nyc-collection (#80),read,,,,0,0
44490410,"Oblivion Song, Chapter Three",Robert Kirkman,"Kirkman, Robert","Lorenzo De Felici, Annalisa Leoni","=""1534313265""","=""9781534313262""",4,3.84,Image Comics,Paperback,128,2019,2019,,2023/05/15,nyc-collection,nyc-collection (#82),read,,,,0,0
8923266,Atlantis Attacks Omnibus,Steve Englehart,"Englehart, Steve","Don McGregor, Peter David, Doug Moench, Howard Mackie, Gene Colan, Jeff Purves, Paul Gulacy, Rich Buckler, Mike McKone, David Michelinie","=""0785144927""","=""9780785144922""",3,2.78,Marvel Enterprises,Hardcover,535,2011,2011,,2023/05/15,nyc-collection,nyc-collection (#83),read,,,,0,0
5805,V for Vendetta,Alan             Moore,"Moore, Alan","David   Lloyd, Steve Whitaker, Siobhan Dodds","=""1401207928""","=""9781401207922""",5,4.26,Vertigo,Hardcover,296,2005,1990,,2023/05/15,nyc-collection,nyc-collection (#84),read,,,,0,0
29467798,"Shang-Chi: Master of Kung Fu Omnibus, Vol. 2",Doug Moench,"Moench, Doug","Paul Gulacy, Archie Goodwin","=""1302901303""","=""9781302901301""",4,4.22,Marvel Universe,Hardcover,664,2016,2016,,2023/05/15,nyc-collection,nyc-collection (#85),read,,,,0,0
11924046,Invincible: Compendium One,Robert Kirkman,"Kirkman, Robert","Cory Walker, Ryan Ottley","=""1607064111""","=""9781607064114""",5,4.62,Image Comics,Paperback,1092,2011,2011,,2023/05/15,nyc-collection,nyc-collection (#86),read,,,,0,0
18101127,"Invincible, Compendium Two",Robert Kirkman,"Kirkman, Robert","Ryan Ottley, Cliff Rathburn, Cory Walker","=""1607067722""","=""9781607067726""",5,4.69,Image Comics,Paperback,1184,2013,2013,,2023/05/15,nyc-collection,nyc-collection (#87),read,,,,0,0
37491885,"Invincible, Compendium Three",Robert Kirkman,"Kirkman, Robert","Ryan Ottley, Cory Walker, John Rauch, Jean-François Beaulieu, Nathan Fairbairn","=""1534306862""","=""9781534306868""",5,4.72,Image Comics,Paperback,1112,2018,2018,,2023/05/15,nyc-collection,nyc-collection (#88),read,,,,0,0
49984982,Marvel-Verse: Black Panther,Jeff Parker,"Parker, Jeff",,"=""1302923609""","=""9781302923600""",3,3.73,Marvel,Paperback,128,2020,2020,,2023/05/15,nyc-collection,nyc-collection (#90),read,,,,0,0
31224347,"Suicide Squad, Volume 1: The Black Vault",Rob Williams,"Williams, Rob","Jim Lee, Philip Tan, Scott Hanna, Jonathan Glapion, Sandu Florea, Scott  Williams, Alex Sinclair, Nate Piekos, Travis Lanham, Brad  Anderson, Ivan Reis, Oclair Albert, Marcelo Maiolo, Elmer Santos, Sandra Hope, Trevor  Scott, Gary Frank, Pat Brosseau, Stephen   Byrne, Rob Leigh, Batt, Carlos D'Anda, Gabe Eltaeb, Josh Reed","=""1401269818""","=""9781401269814""",3,3.43,DC Comics,Paperback,160,2017,2017,,2023/05/15,nyc-collection,nyc-collection (#91),read,,,,0,0
40235886,The Ideal Copy (Double+),Ben Sears,"Sears, Ben",,"=""1927668565""","=""9781927668566""",3,3.89,Koyama Press,Paperback,88,2018,2018,,2023/05/15,nyc-collection,nyc-collection (#92),read,,,,0,0
8067175,Captain America: Winter Soldier - Ultimate Collection,Ed Brubaker,"Brubaker, Ed","Steve Epting, Mike Perkins, Michael Lark","=""0785143416""","=""9780785143413""",5,4.31,Marvel Enterprises,Paperback,304,2010,2010,,2023/05/15,nyc-collection,nyc-collection (#93),read,,,,0,0
17899569,"Avengers Epic Collection, Vol. 9: The Final Threat",Jim Shooter,"Shooter, Jim","Gerry Conway, Steve Englehart, Stan Lee, Jim Starlin, George Pérez, Jack Kirby, Don Heck","=""0785187901""","=""9780785187905""",4,3.95,Marvel Universe,Paperback,440,2013,2013,,2023/05/15,nyc-collection,nyc-collection (#95),read,,,,0,0
50388650,"Fire Power by Kirkman & Samnee, Vol. 1: Prelude",Robert Kirkman,"Kirkman, Robert",Chris Samnee,"=""1534316558""","=""9781534316553""",4,3.98,Image comics,Paperback,160,2020,2020,,2023/05/15,nyc-collection,nyc-collection (#96),read,,,,0,0
60394934,Our Ancestors Did Not Breathe This Air,Afeefah Khazi-Syed,"Khazi-Syed, Afeefah","Aleena Shabbir, Ayse Guvenilir, Maisha M. Prome, Mariam Dogar, Marwa Abdulhai","=""1957372001""","=""9781957372006""",4,4.56,Beltway Editions,Paperback,192,2022,2022,,2023/05/15,nyc-collection,nyc-collection (#99),read,,,,0,0
20342617,Just Mercy,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",5,4.63,One World,Paperback,336,2014,2014,,2023/05/15,nyc-collection,nyc-collection (#103),read,,,,0,0
1371,The Iliad,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0140275363""","=""9780140275360""",4,3.92,Penguin Classics,Paperback,683,1999,-800,,2023/05/15,nyc-collection,nyc-collection (#104),read,,,,0,0
149250369,"Bononia Docet ""Bologna Teaches""",Kappa Sigma Fraternity,"Fraternity, Kappa Sigma",,"=""""","=""""",3,3.00,Supreme Executive Committee,Paperback,0,2011,,,2023/05/15,nyc-collection,nyc-collection (#118),read,,,,0,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Mark Hallaq, Amanda Lee","=""""","=""9780143039563""",5,3.92,Penguin Classics,Paperback,244,2006,1876,,2023/05/15,nyc-collection,nyc-collection (#113),read,,,,0,0
323355,The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,"Jr., Joseph Smith",,"=""0967686563""","=""9780967686561""",4,4.24,The Church of Jesus Christ of Latter-day Saints,Paperback,531,2013,1830,,2023/05/15,nyc-collection,nyc-collection (#107),read,,,,0,0
4914583,F in Exams: The Best Test Paper Blunders,Richard Benson,"Benson, Richard",,"=""1840247002""","=""9781840247008""",3,3.77,Summersdale,Paperback,127,2008,2008,,2023/05/15,nyc-collection,nyc-collection (#108),read,,,,0,0
1487040,Hagar: Face-Stuffer's Anonymous (Hagar The Horrible),Dik Browne,"Browne, Dik",,"=""0812512472""","=""9780812512472""",4,3.75,Tor Books,Mass Market Paperback,128,1991,1985,,2023/05/15,nyc-collection,nyc-collection (#110),read,,,,0,0
32730955,Not For Tourists Guide to Boston 2017,Not For Tourists,"Tourists, Not For",,"=""1510710612""","=""9781510710610""",4,4.67,Not For Tourists,Kindle Edition,817,2016,,,2023/05/15,,,read,,,,0,0
35085389,The President Is Missing,Bill Clinton,"Clinton, Bill",James  Patterson,"=""0316412694""","=""9780316412698""",4,3.85,"Little, Brown and Company",Hardcover,513,2018,2018,2023/01/17,2023/01/17,nyc-collection,nyc-collection (#117),read,,,,1,0
12626,On Language,Noam Chomsky,"Chomsky, Noam",Mitsou Ronat,"=""1565844750""","=""9781565844759""",0,3.81,New Press,Paperback,481,2007,1998,,2023/05/15,"to-read, nyc-collection","to-read (#60), nyc-collection (#116)",to-read,,,,0,0
129900894,King Arthur and His Knights of the Round Table. from Sir Thomas Malorys Le Morte DArthur / Edited by Sidney Lanier. Illustrated by Florian,Thomas Malory,"Malory, Thomas",,"=""""","=""""",0,3.67,London: MacDoald [1960],Hardcover,0,1960,,,2023/05/15,"to-read, nyc-collection","to-read (#59), nyc-collection (#115)",to-read,,,,0,0
93101,The Arabian Nights,Anonymous,"Anonymous, Anonymous","A.S. Byatt, Richard Francis Burton","=""0812972147""","=""9780812972146""",0,4.03,Modern Library,Mass Market Paperback,1049,2004,800,,2023/05/15,"to-read, nyc-collection","to-read (#58), nyc-collection (#114)",to-read,,,,0,0
864407,The Further Adventures of Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan","David R. Johnson, Philip A. Shreffler","=""0895775522""","=""9780895775528""",0,4.13,"The Reader's Digest Association, Inc.",Hardcover,219,1993,1924,,2023/05/15,"nyc-collection, to-read","nyc-collection (#111), to-read (#57)",to-read,,,,0,0
1412195,"Oh, the Things I Know! A Guide to Success, or, Failing That, Happiness",Al Franken,"Franken, Al",,"=""052594673X""","=""9780525946731""",2,3.38,Dutton Adult,Hardcover,159,2002,2002,2023/01/17,2023/01/17,,,read,,,,1,0
6789984,"Only in New York: An Exploration of the World's Most Fascinating, Frustrating and Irrepressible City",Sam Roberts,"Roberts, Sam",Pete Hamill,"=""0312387776""","=""9780312387778""",0,3.14,St. Martin's Press,Hardcover,304,2009,2009,,2023/05/15,"to-read, nyc-collection","to-read (#56), nyc-collection (#106)",to-read,,,,0,0
2621534,The Best Book of Puns,Art Moger,"Moger, Art",,"=""0806510978""","=""9780806510972""",0,3.26,Kensington Publishing Corp.,Paperback,168,1998,1960,,2023/05/15,"nyc-collection, to-read","nyc-collection (#105), to-read (#55)",to-read,,,,0,0
7962,"Heartfire (Tales of Alvin Maker, #5)",Orson Scott Card,"Card, Orson Scott",,"=""1841490326""","=""9781841490328""",0,3.72,Orbit,Mass Market Paperback,336,2001,1998,,2023/05/15,"nyc-collection, to-read","nyc-collection (#100), to-read (#54)",to-read,,,,0,0
22929175,The Beer Bible,Jeff Alworth,"Alworth, Jeff",,"=""0761168117""","=""9780761168119""",0,4.36,Workman Publishing Company,Paperback,644,2015,2015,,2023/05/15,"nyc-collection, to-read","nyc-collection (#98), to-read (#53)",to-read,,,,0,0
54232632,"Fire Power by Kirkman & Samnee, Vol. 2: Home Fire",Robert Kirkman,"Kirkman, Robert","Chris Samnee, Matt Wilson","=""153431718X""","=""9781534317185""",0,4.03,Image Comics,Paperback,152,2021,2021,,2023/05/15,nyc-collection,nyc-collection (#97),read,,,,0,0
35056196,James Bond: Felix Leiter,James  Robinson,"Robinson, James",Aaron Campbell,"=""1524104701""","=""9781524104702""",3,3.52,Dynamite Comics,Hardcover,185,2017,2017,2023/01/23,2023/01/23,nyc-collection,nyc-collection (#94),read,,,,1,0
531867,My Prison Without Bars,Pete Rose,"Rose, Pete",Rick Hill,"=""1579549276""","=""9781579549275""",3,3.47,Rodale Books,Hardcover,322,2004,2000,2023/01/20,2023/01/17,nyc-collection,nyc-collection (#89),read,,,,1,0
28595038,Go Set a Watchman,Harper Lee,"Lee, Harper",,"=""0062409867""","=""9780062409867""",4,3.31,Harper Perennial Modern Classics,Paperback,288,2016,2015,,2023/01/17,nyc-collection,nyc-collection (#76),read,,,,1,0
52163147,The Hidden Girl and Other Stories,Ken Liu,"Liu, Ken",,"=""""","=""""",5,3.93,Saga Press,Hardcover,411,2020,2020,,2023/01/16,"nyc-collection, favorites","nyc-collection (#46), favorites (#13)",read,,,,1,0
25451264,"Death's End (Remembrance of Earth’s Past, #3)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377101""","=""9780765377104""",5,4.41,TOR,Hardcover,604,2016,2010,2023/05/14,2023/05/06,nyc-collection,nyc-collection (#73),read,,,,1,0
18318869,Steelheart (The Reckoners),Brandon Sanderson,"Sanderson, Brandon",MacLeod Andrews,"=""1480569135""","=""9781480569133""",4,4.14,Brilliance Audio,Audio CD,12,2013,2013,2023/05/06,2023/01/17,nyc-collection,nyc-collection (#18),read,,,,1,0
49247343,Supernova Era,Liu Cixin,"Cixin, Liu",Joel Martinsen,"=""1250306051""","=""9781250306050""",0,3.30,Tor Books,Paperback,368,2020,2003,,2023/05/06,to-read,to-read (#50),to-read,,,,0,0
36100761,Nightmares & Dreamscapes,Stephen        King,"King, Stephen",,"=""1501192035""","=""9781501192036""",0,3.95,Scribner,Paperback,992,2017,1993,,2023/05/06,to-read,to-read (#49),to-read,,,,0,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",5,4.37,Ecco,Hardcover,368,2022,2022,2023/05/04,2023/04/30,nyc-collection,nyc-collection (#65),read,,,,1,0
762563,Ball Four,Jim Bouton,"Bouton, Jim",,"=""0020306652""","=""9780020306658""",0,4.05,Howell Book House,Paperback,465,1990,1970,,2023/05/03,,,read,,,,1,0
57238523,Fiona and Jane,Jean Chen Ho,"Ho, Jean Chen",,"=""0593296044""","=""9780593296042""",0,3.31,Viking,Hardcover,288,2022,2022,,2023/05/03,"to-read, nyc-collection","to-read (#48), nyc-collection (#69)",to-read,,,,0,0
